@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,True,0.827,0.956,p
True,False,0.022,0.569,p
False,False,0.259,0.988,n
True,True,0.801,0.699,n
True,True,0.752,0.627,n
True,True,0.284,0.427,n
True,True,0.404,0.591,n
False,False,0.749,0.986,p
True,False,0.311,0.466,n
True,False,0.439,0.507,p
True,False,0.167,0.154,n
True,False,0.659,0.779,p
True,False,0.421,0.703,n
False,True,0.319,0.615,p
True,False,0.884,0.107,n
True,False,0.075,0.626,n
False,True,0.168,0.094,n
False,False,0.458,0.870,p
True,False,0.644,0.717,p
True,True,0.645,0.439,n
False,False,0.913,0.134,p
True,True,0.529,0.526,n
False,True,0.764,0.209,n
True,False,0.692,0.969,p
False,True,0.336,0.825,p
False,False,0.570,0.546,p
True,True,0.978,0.279,n
False,True,0.270,0.409,n
False,False,0.002,0.777,p
False,True,0.510,0.259,p
True,False,0.591,0.791,p
False,True,0.979,0.940,p
True,True,0.613,0.526,n
False,True,0.893,0.850,p
False,False,0.274,0.745,p
True,True,0.345,0.347,n
False,False,0.040,0.085,p
True,False,0.142,0.189,n
True,True,0.899,0.846,n
True,True,0.736,0.793,p
False,False,0.867,0.217,p
False,False,0.517,0.245,p
True,True,0.448,0.039,n
True,True,0.095,0.204,p
False,False,0.812,0.123,p
False,False,0.109,0.872,p
False,False,0.752,0.402,p
True,False,0.897,0.360,n
True,True,0.981,0.558,n
False,True,0.177,0.326,n
False,True,0.978,0.875,p
False,False,0.361,0.610,p
True,True,0.084,0.651,n
False,True,0.374,0.392,p
True,True,0.059,0.959,n
False,True,0.312,0.162,n
True,True,0.370,0.922,n
True,True,0.638,0.784,n
False,True,0.288,0.006,n
False,True,0.430,0.961,p
False,False,0.639,0.461,p
True,False,0.097,0.424,n
False,True,0.082,0.441,n
True,True,0.571,0.148,n
True,False,0.544,0.951,p
False,True,0.021,0.519,n
True,True,0.223,0.481,n
False,False,0.421,0.581,p
False,False,0.635,0.934,n
True,False,0.228,0.462,p
True,True,0.220,0.953,n
False,True,0.985,0.153,n
True,False,0.579,0.641,p
False,True,0.699,0.623,p
False,False,0.960,0.057,p
False,False,0.702,0.836,p
False,False,0.644,0.342,p
True,True,0.174,0.261,n
False,True,0.792,0.586,n
True,False,0.378,0.116,p
False,False,0.250,0.970,p
False,False,0.699,0.640,p
False,False,0.501,0.920,p
False,False,0.488,0.219,p
True,True,0.595,0.802,n
False,True,0.469,0.417,p
True,False,0.315,0.381,n
False,True,0.540,0.430,p
False,False,0.384,0.877,p
False,True,0.072,0.812,p
True,False,0.128,0.440,p
False,True,0.982,0.838,p
False,False,0.095,0.191,p
True,True,0.562,0.224,n
False,True,0.264,0.227,n
False,False,0.024,0.584,p
False,True,0.289,0.385,n
True,False,0.013,0.342,n
True,True,0.849,0.492,n
False,False,0.086,0.874,p
False,False,0.350,0.072,p
True,True,0.818,0.986,n
False,True,0.302,0.167,n
True,True,0.530,0.762,n
False,False,0.391,0.900,p
True,False,0.048,0.272,n
False,False,0.541,0.379,p
False,True,0.252,0.344,n
True,False,0.324,0.427,n
True,False,0.803,0.513,p
True,True,0.057,0.142,n
True,False,0.035,0.104,n
True,False,0.538,0.180,n
True,True,0.713,0.557,n
False,True,0.749,0.467,n
False,False,0.300,0.279,p
False,True,0.333,0.677,p
False,False,0.940,0.882,p
True,True,0.244,0.244,n
True,False,0.556,0.881,p
True,False,0.989,0.278,n
True,False,0.303,0.234,n
False,True,0.492,0.769,p
False,False,0.762,0.524,p
False,True,0.288,0.078,n
False,False,0.297,0.675,p
False,True,0.644,0.234,n
True,False,0.345,0.562,p
True,True,0.555,0.960,n
True,False,0.585,0.387,p
True,False,0.658,0.887,p
False,False,0.307,0.892,p
False,False,0.138,0.295,p
False,False,0.446,0.422,p
True,False,0.937,0.777,p
False,True,0.141,0.646,n
True,True,0.313,0.835,n
True,False,0.089,0.477,n
False,True,0.226,0.328,n
False,True,0.104,0.155,n
False,False,0.432,0.552,p
False,True,0.611,0.741,p
True,False,0.711,0.015,p
True,True,0.665,0.468,n
True,True,0.113,0.812,n
False,False,0.334,0.777,p
True,True,0.101,0.262,n
True,False,0.347,0.395,n
True,True,0.438,0.569,n
False,False,0.402,0.833,p
False,True,0.391,0.839,p
True,False,0.236,0.361,p
False,False,0.131,0.837,p
True,False,0.686,0.253,n
True,False,0.876,0.104,n
True,True,0.998,0.869,n
False,False,0.171,0.347,p
False,False,0.384,0.397,n
True,False,0.337,0.585,p
False,True,0.139,0.864,p
False,False,0.949,0.116,p
True,True,0.964,0.719,p
True,True,0.111,0.086,p
False,False,0.828,0.421,p
False,True,0.202,0.707,n
True,True,0.070,0.291,n
False,False,0.252,0.132,p
False,False,0.490,0.852,p
True,False,0.956,0.846,p
False,False,0.170,0.386,p
True,False,0.018,0.583,n
False,True,0.126,0.726,n
False,False,0.413,0.252,p
True,False,0.002,0.678,p
False,True,0.023,0.045,n
False,False,0.849,0.386,p
True,False,0.683,0.207,n
False,True,0.460,0.010,n
True,True,0.434,0.110,n
True,False,0.853,0.282,n
False,False,0.239,0.071,p
True,True,0.379,0.138,n
True,True,0.941,0.295,p
True,False,0.419,0.357,p
False,True,0.824,0.118,p
False,False,0.834,0.824,p
True,True,0.339,0.767,n
False,False,0.901,0.875,p
False,True,0.341,0.082,n
True,True,0.713,0.632,n
True,True,0.522,0.101,n
False,True,0.079,0.889,p
True,True,0.263,0.495,n
True,False,0.832,0.812,p
False,False,0.571,0.390,p
False,False,0.112,0.766,p
False,True,0.410,0.710,p
True,False,0.695,0.395,n
False,True,0.050,0.759,p
True,False,0.463,0.158,n
False,False,0.586,0.415,p
True,True,0.519,0.729,n
True,True,0.045,0.900,n
False,False,0.956,0.039,p
True,True,0.399,0.441,n
True,True,0.067,0.527,n
True,True,0.061,0.939,n
True,False,0.441,0.051,n
True,False,0.402,0.731,p
False,False,0.973,0.460,p
True,True,0.516,0.865,n
False,False,0.649,0.726,p
False,False,0.272,0.416,n
True,False,0.680,0.581,p
False,False,0.888,0.988,p
False,True,0.354,0.456,p
False,False,0.428,0.008,p
False,True,0.447,0.599,p
True,True,0.755,0.513,n
True,False,0.583,0.561,p
False,False,0.496,0.961,p
False,True,0.458,0.602,p
True,True,0.720,0.403,n
False,False,0.172,0.410,p
True,False,0.771,0.550,n
True,False,0.345,0.188,n
True,False,0.092,0.980,p
False,True,0.436,0.745,p
True,True,0.855,0.527,n
True,False,0.046,0.255,n
True,False,0.475,0.704,p
True,True,0.250,0.475,n
False,False,0.081,0.481,p
False,False,0.936,0.470,p
True,False,0.573,0.701,n
False,False,0.923,0.617,p
True,False,0.357,0.330,n
False,False,0.906,0.149,p
True,False,0.298,0.057,n
False,False,0.730,0.270,p
False,False,0.647,0.324,p
False,False,0.436,0.052,p
True,True,0.698,0.745,n
True,False,0.489,0.589,p
False,False,0.749,0.935,p
True,False,0.483,0.954,p
True,False,0.924,0.821,p
True,True,0.135,0.797,n
False,True,0.614,0.813,p
True,True,0.344,0.904,n
True,True,0.996,0.031,p
False,True,0.490,0.534,p
True,True,0.068,0.179,p
False,False,0.208,0.157,p
False,False,0.203,0.278,p
True,True,0.979,0.384,n
False,False,0.586,0.592,p
True,True,0.349,0.356,n
False,False,0.291,0.191,p
True,True,0.530,0.039,n
True,False,0.544,0.675,p
True,True,0.236,0.747,n
False,False,0.646,0.847,p
False,False,0.101,0.787,p
False,True,0.539,0.455,p
True,True,0.059,0.446,n
True,False,0.381,0.858,p
False,True,0.033,0.182,n
False,True,0.485,0.091,n
False,True,0.801,0.455,n
True,True,0.159,0.464,n
False,True,0.608,0.773,p
False,False,0.319,0.612,n
False,False,0.948,0.624,p
False,True,0.998,0.096,n
True,True,0.691,0.935,n
False,False,0.604,0.067,p
False,False,0.645,0.534,p
True,False,0.005,0.681,p
True,False,0.463,0.954,p
True,False,0.484,0.717,p
True,True,0.445,0.782,n
True,True,0.157,0.242,n
True,False,0.193,0.102,n
False,True,0.471,0.011,n
False,True,0.547,0.372,p
True,False,0.389,0.860,p
True,False,0.647,0.819,p
False,False,0.391,0.264,p
True,True,0.111,0.805,n
False,True,0.173,0.505,n
True,True,0.170,0.132,n
True,True,0.388,0.995,n
True,False,0.554,0.446,p
False,False,0.850,0.765,p
True,True,0.988,0.525,n
True,False,0.101,0.122,n
True,True,0.404,0.833,n
False,True,0.152,0.107,n
False,False,0.857,0.811,p
False,True,0.947,0.351,n
False,True,0.540,0.037,n
False,True,0.179,0.980,n
False,True,0.685,0.696,p
False,True,0.439,0.267,p
False,True,0.985,0.758,p
False,False,0.987,0.572,p
False,True,0.983,0.692,p
True,False,0.219,0.264,n
False,False,0.329,0.639,p
False,False,0.826,0.672,p
True,True,0.774,0.697,n
False,False,0.976,0.640,p
False,False,0.166,0.537,n
True,True,0.752,0.212,n
False,False,0.481,0.034,p
False,False,0.440,0.644,n
True,False,0.342,0.023,n
False,False,0.634,0.835,n
True,True,0.105,0.505,n
False,False,0.249,0.638,p
True,False,0.479,0.269,p
True,False,0.982,0.340,n
True,True,0.770,0.892,n
True,True,0.348,0.269,n
True,True,0.753,0.936,n
False,False,0.122,0.023,p
False,False,0.801,0.029,p
True,False,0.706,0.120,n
True,True,0.569,0.062,n
True,True,0.901,0.167,n
False,False,0.444,0.826,p
False,True,0.409,0.830,p
True,False,0.016,0.180,n
True,True,0.961,0.242,p
True,False,0.941,0.224,n
False,True,0.765,0.694,n
False,False,0.030,0.422,p
True,True,0.996,0.639,n
True,False,0.589,0.926,p
True,False,0.384,0.718,p
False,False,0.707,0.461,p
True,False,0.665,0.709,p
False,True,0.567,0.258,n
False,True,0.183,0.014,n
True,False,0.514,0.056,n
True,True,0.004,0.587,n
True,True,0.447,0.673,n
False,False,0.577,0.284,p
True,False,0.443,0.724,p
False,True,0.239,0.395,n
False,True,0.548,0.888,p
True,True,0.323,0.348,n
False,True,0.904,0.546,n
False,False,0.736,0.575,p
True,True,0.657,0.381,n
True,True,0.854,0.843,p
True,True,0.964,0.802,n
False,True,0.966,0.532,n
True,False,0.077,0.525,n
False,False,0.129,0.133,p
True,True,0.495,0.725,n
True,False,0.343,0.738,p
True,True,0.256,0.959,n
True,False,0.359,0.996,p
True,False,0.901,0.288,n
False,False,0.503,0.247,p
False,True,0.079,0.146,n
True,False,0.102,0.776,p
True,False,0.916,0.897,p
True,True,0.551,0.664,n
False,True,0.660,0.523,p
True,False,0.771,0.876,p
False,False,0.119,0.668,p
True,False,0.078,0.153,n
True,False,0.270,0.849,p
True,False,0.589,0.326,n
True,True,0.000,0.828,n
True,False,0.373,0.538,p
False,False,0.942,0.939,p
True,False,0.067,0.128,n
False,True,0.700,0.508,n
False,False,0.881,0.287,p
True,True,0.390,0.337,n
True,False,0.259,0.956,p
True,True,0.799,0.802,n
False,True,0.917,0.239,n
True,False,0.893,0.446,n
True,True,0.255,0.883,n
True,False,0.914,0.781,p
True,True,0.727,0.629,n
True,True,0.084,0.225,n
False,True,0.796,0.364,p
False,False,0.064,0.288,p
False,True,0.826,0.891,p
True,False,0.799,0.048,n
True,True,0.917,0.722,n
False,False,0.320,0.409,p
False,True,0.340,0.232,n
True,True,0.543,0.242,n
False,False,0.678,0.127,p
True,False,0.701,0.183,n
True,False,0.521,0.069,p
False,True,0.638,0.593,p
False,True,0.298,0.169,n
True,False,0.421,0.723,p
True,False,0.667,0.072,n
True,False,0.439,0.758,p
True,True,0.115,0.477,n
True,True,0.631,0.971,n
True,False,0.751,0.159,n
False,True,0.800,0.374,n
True,True,0.769,0.428,p
False,True,0.175,0.980,p
False,False,0.587,0.284,p
True,False,1.000,0.360,n
False,False,0.673,0.319,p
True,True,0.846,0.258,n
True,True,0.792,0.621,n
True,True,0.949,0.852,n
False,False,0.450,0.972,n
False,True,0.449,0.070,n
True,True,0.849,0.522,n
False,True,0.593,0.446,p
True,True,0.992,0.035,n
False,False,0.508,0.453,p
False,True,0.998,0.408,p
True,False,0.206,0.507,p
False,True,0.056,0.592,n
True,True,0.738,0.561,n
False,False,0.779,0.375,p
True,False,0.790,0.229,n
False,False,0.439,0.378,p
True,False,0.880,0.894,p
False,False,0.290,0.870,p
True,False,0.728,0.241,n
False,False,0.828,0.021,p
False,False,0.190,0.050,p
True,False,0.261,0.916,p
False,False,0.066,0.293,p
True,False,0.225,0.973,p
True,False,0.184,0.901,p
False,False,0.638,0.865,n
False,False,0.710,0.690,n
True,False,0.231,0.003,n
True,True,0.489,0.694,n
False,True,0.903,0.468,n
True,False,0.247,0.595,n
False,False,0.464,0.778,p
True,False,0.040,0.724,p
False,True,0.441,0.398,p
True,True,0.437,0.059,n
True,False,0.279,0.972,p
False,True,0.309,0.727,p
True,False,0.419,0.736,p
True,False,0.814,0.539,n
False,False,0.836,0.335,p
False,True,0.124,0.108,n
True,False,0.297,0.624,p
True,True,0.207,0.448,n
False,True,0.706,0.515,n
False,False,0.385,0.715,p
False,False,0.730,0.560,p
True,True,0.550,0.212,n
False,False,0.946,0.972,p
False,False,0.812,0.318,p
False,False,0.935,0.981,p
False,True,0.117,0.192,n
False,False,0.397,0.144,p
False,True,0.920,0.212,n
False,False,0.279,0.011,p
True,False,0.176,0.220,n
False,True,0.509,0.577,p
True,False,0.826,0.084,n
True,False,0.627,0.884,p
True,True,0.494,0.012,n
False,True,0.046,0.839,p
True,False,0.115,0.696,n
True,True,0.905,0.129,n
True,False,0.331,0.035,n
False,False,0.704,0.565,p
True,True,0.783,0.450,n
False,True,0.322,0.588,p
True,True,0.347,0.743,n
False,True,0.959,0.708,p
True,False,0.341,0.104,n
True,True,0.143,0.141,n
False,False,0.674,0.871,p
True,False,0.521,0.942,n
False,False,0.658,0.033,p
False,True,0.310,0.357,n
True,True,0.161,0.323,n
False,True,0.818,0.598,n
False,False,0.518,0.380,p
True,True,0.118,0.154,n
False,False,0.774,0.631,p
True,True,0.226,0.586,n
True,True,0.978,0.823,n
False,True,0.099,0.902,p
False,True,0.323,0.479,n
True,False,0.497,0.323,p
False,False,0.258,0.034,p
False,False,0.029,0.327,p
True,True,0.938,0.433,n
True,False,0.272,0.912,p
True,True,0.682,0.299,n
False,False,0.523,0.987,p
False,True,0.548,0.731,p
True,False,0.037,0.952,p
True,False,0.250,0.731,p
False,False,0.253,0.463,p
True,True,0.904,0.159,n
False,False,1.000,0.825,p
True,False,0.890,0.866,p
True,False,0.945,0.366,n
False,False,0.650,0.477,p
False,False,0.430,0.142,p
False,False,0.765,0.089,p
True,False,0.213,0.681,n
True,False,0.357,0.772,p
True,False,0.557,0.259,p
False,True,0.458,0.588,p
False,True,0.999,0.981,p
True,True,0.377,0.587,n
False,True,0.388,0.355,p
False,False,0.922,0.709,p
True,True,0.700,0.240,n
False,False,0.695,0.560,p
False,True,0.536,0.711,p
False,False,0.448,0.678,p
True,False,0.231,0.571,n
False,False,0.795,0.683,p
False,True,0.817,0.509,n
True,True,0.987,0.648,n
False,False,0.120,0.093,p
False,True,0.446,0.425,n
False,True,0.908,0.120,n
False,False,0.867,0.475,n
False,False,0.808,0.728,p
False,True,0.071,0.360,p
True,True,0.659,0.116,n
True,False,0.885,0.796,p
False,False,0.607,0.964,p
False,True,0.902,0.422,n
True,False,0.165,0.437,p
True,True,0.385,0.243,n
True,False,0.316,0.271,p
True,False,0.403,0.430,p
True,False,0.346,0.411,n
False,False,0.039,0.823,p
False,False,0.801,0.510,p
False,False,0.638,0.224,p
True,False,0.688,0.072,n
False,False,0.176,0.735,p
False,True,0.403,0.241,n
False,True,0.461,0.520,p
True,False,0.147,0.805,p
False,True,0.540,0.739,p
True,True,0.502,0.927,p
True,False,0.662,0.254,n
False,True,0.774,0.074,n
False,False,0.373,0.394,p
True,False,0.571,0.477,p
True,True,0.429,0.692,n
True,True,0.274,0.479,n
True,False,0.641,0.325,n
False,True,0.844,0.534,n
False,False,0.212,0.064,p
True,False,0.723,0.980,n
True,True,0.276,0.870,n
False,True,0.849,0.213,n
False,False,0.959,0.126,p
True,True,0.602,0.466,n
False,False,0.322,0.426,p
True,False,0.351,0.180,n
False,True,0.425,0.520,p
True,False,0.858,0.566,n
False,True,0.256,0.944,p
False,True,0.636,0.889,p
True,False,0.381,0.334,p
False,False,0.992,0.323,n
False,True,0.119,0.123,n
True,False,0.298,0.923,p
True,True,0.527,0.411,n
True,False,0.034,0.813,n
False,True,0.418,0.775,p
True,True,0.089,0.960,p
False,False,0.613,0.830,p
False,False,0.305,0.369,p
False,True,0.203,0.312,n
True,True,0.594,0.314,n
False,True,0.338,0.595,p
False,False,0.897,0.025,p
True,False,0.528,0.543,p
False,False,0.557,0.556,p
False,False,0.581,0.363,p
True,True,0.720,0.690,n
False,False,0.481,0.799,p
False,True,0.423,0.099,n
True,False,0.567,0.042,n
True,False,0.209,0.531,n
True,True,0.616,0.929,n
False,False,0.970,0.182,p
True,False,0.909,0.646,n
False,True,0.211,0.037,n
True,True,0.503,0.065,n
True,True,0.247,0.917,n
False,False,0.736,0.038,p
False,True,0.814,0.533,n
True,True,0.972,0.152,p
True,False,0.345,0.238,n
False,True,0.473,0.213,p
False,True,0.175,0.539,n
False,True,0.414,0.209,n
True,True,0.388,0.085,n
False,True,0.544,0.660,p
True,False,0.031,0.400,n
False,False,0.383,0.392,p
True,False,0.340,0.101,n
False,False,0.573,0.714,p
False,False,0.352,0.304,p
False,True,0.769,0.052,n
False,False,0.136,0.697,p
False,True,0.328,0.256,p
False,True,0.001,0.815,p
True,False,0.690,0.425,n
False,False,0.185,0.984,p
False,False,0.232,0.624,p
True,False,0.058,0.458,n
True,True,0.660,0.766,n
False,False,0.780,0.170,p
True,True,0.725,0.862,n
True,False,0.222,0.795,p
False,False,0.057,0.945,p
True,True,0.440,0.470,n
True,True,0.120,0.642,n
False,True,0.572,0.039,n
True,True,0.690,0.512,p
True,False,0.627,0.789,p
False,False,0.394,0.593,p
True,False,0.635,0.357,n
False,False,0.629,0.268,p
True,False,0.724,0.268,n
True,False,0.216,0.633,n
False,True,0.100,0.562,n
True,True,0.009,0.272,n
False,True,0.339,0.724,p
False,False,0.439,0.998,p
False,False,0.504,0.388,p
True,False,0.071,0.780,p
True,False,0.189,0.735,n
False,True,0.843,0.977,p
True,False,0.192,0.233,n
True,True,0.146,0.328,n
True,True,0.275,0.430,n
True,False,0.203,0.157,n
True,True,0.917,0.754,n
False,False,0.265,0.150,p
True,True,0.041,0.789,n
False,False,0.496,0.490,p
False,False,0.395,0.564,p
False,True,0.304,0.755,p
False,True,0.275,0.772,p
False,True,0.815,0.279,p
True,True,0.788,0.846,n
True,True,0.215,0.179,n
True,True,0.764,0.477,n
True,False,0.193,0.004,n
True,True,0.238,0.649,n
False,True,0.707,0.562,p
True,True,0.273,0.043,n
True,True,0.425,0.615,p
True,False,0.228,0.829,p
True,False,0.620,0.458,p
False,True,0.804,0.339,n
False,True,0.039,0.135,n
True,False,0.035,0.587,n
False,False,0.024,0.441,p
False,True,0.410,0.444,p
True,True,0.190,0.700,n
False,True,0.272,0.665,n
False,False,0.646,0.038,p
True,False,0.315,0.220,p
False,True,0.375,0.739,p
True,False,0.269,0.150,n
True,True,0.849,0.532,n
True,True,0.860,0.565,n
True,False,0.524,0.775,p
True,True,0.309,0.495,n
True,True,0.387,0.370,n
False,True,0.932,0.424,n
False,True,0.967,0.984,p
False,False,0.308,0.650,p
False,False,0.647,0.792,p
False,True,0.049,0.120,n
False,False,0.982,0.781,p
True,False,0.109,0.937,p
False,True,0.412,0.333,p
True,True,0.802,0.706,n
True,True,0.211,0.209,n
True,False,0.590,0.392,p
False,False,0.743,0.261,p
False,True,0.505,0.996,n
True,False,0.623,0.243,n
True,False,0.516,0.791,p
True,True,0.462,0.742,n
False,True,0.939,0.554,n
False,True,0.287,0.159,n
True,True,0.109,0.692,p
True,False,0.105,0.315,n
False,False,0.311,0.866,p
False,True,0.155,0.134,n
False,False,0.629,0.062,p
False,False,0.645,0.535,p
False,False,0.757,0.033,p
False,False,0.027,0.384,p
False,False,0.267,0.855,p
True,True,0.891,0.545,n
False,False,0.030,0.705,p
False,True,0.162,0.346,n
False,True,0.373,0.406,p
False,False,0.012,0.385,p
False,False,0.053,0.792,p
False,True,0.658,0.136,p
False,False,0.201,0.489,p
False,False,0.035,0.766,p
True,False,0.996,0.045,n
False,False,0.297,0.647,p
False,True,0.352,0.451,p
True,True,0.154,0.158,n
False,True,0.231,0.263,n
False,True,0.763,0.796,p
True,True,0.966,0.046,n
False,False,0.690,0.418,p
False,True,0.993,0.622,p
False,True,0.950,0.172,n
True,False,0.913,0.785,p
True,False,0.520,0.587,p
False,False,0.458,0.143,p
True,False,0.746,0.369,n
True,False,0.891,0.013,p
False,False,0.888,0.587,p
True,False,0.708,0.618,p
True,False,0.466,0.243,p
True,False,0.315,0.811,p
True,False,0.726,0.658,n
False,True,0.610,0.380,n
True,True,0.105,0.092,n
False,True,0.987,0.769,n
False,False,0.767,0.394,p
False,False,0.210,0.444,p
True,True,0.917,0.499,n
False,False,0.716,0.393,p
False,True,0.599,0.619,p
False,False,0.624,0.796,p
False,True,0.646,0.276,n
False,False,0.517,0.281,p
True,True,0.116,0.168,n
False,True,0.092,0.587,n
True,False,0.512,0.721,p
False,True,0.095,0.810,p
True,False,0.087,0.153,n
False,False,0.581,0.595,p
False,False,0.857,0.065,p
False,False,0.304,0.070,p
False,False,0.251,0.311,p
True,True,0.148,0.879,n
False,False,0.848,0.946,n
True,True,0.029,0.484,n
True,True,0.179,0.659,n
False,False,0.782,0.303,p
True,False,0.629,0.854,p
False,True,0.584,0.476,n
False,True,0.185,0.799,p
True,False,0.524,0.240,p
True,True,0.044,0.689,n
True,True,0.700,0.442,n
False,False,0.214,0.688,p
True,False,0.941,0.009,n
False,False,0.618,0.759,p
False,True,0.014,0.627,p
False,True,0.473,0.262,p
True,False,0.907,0.182,n
False,True,0.265,0.530,n
False,True,0.519,0.718,p
True,True,0.317,0.881,n
False,True,0.129,0.818,p
True,True,0.900,0.093,n
False,False,0.166,0.775,p
False,False,0.696,0.311,p
True,True,0.269,0.109,n
True,False,0.147,0.844,n
True,False,0.411,0.338,p
False,True,0.246,0.853,n
False,False,0.038,0.806,p
True,False,0.759,0.943,n
True,True,0.519,0.982,n
False,True,0.269,0.903,p
False,True,0.974,0.089,n
True,False,0.871,0.209,n
False,True,0.790,0.114,n
False,True,0.373,0.682,p
True,False,0.644,0.294,n
True,False,0.848,0.513,n
True,False,0.103,0.577,n
False,True,0.123,0.359,n
True,False,0.601,0.684,p
False,True,0.211,0.293,n
True,True,0.228,0.994,n
True,True,0.155,0.357,n
False,False,0.322,0.850,p
True,True,0.285,0.921,n
True,False,0.370,0.726,n
False,False,0.584,0.908,p
True,False,0.550,0.304,n
False,True,0.552,0.849,p
False,False,0.404,0.108,p
True,True,0.085,0.469,n
True,False,0.401,0.467,p
False,False,0.664,0.006,p
True,True,0.753,0.342,n
False,False,0.321,0.096,p
False,True,0.537,0.351,p
True,True,0.072,0.213,n
True,True,0.836,0.799,n
True,True,0.601,0.497,n
False,False,0.773,0.946,p
False,False,0.107,0.960,p
True,True,0.412,0.018,n
True,True,0.353,0.598,n
True,False,0.472,0.535,p
False,True,0.193,0.224,n
False,True,0.710,0.317,n
True,True,0.154,0.748,p
True,True,0.144,0.909,n
False,True,0.339,0.754,p
True,False,0.342,0.732,p
False,True,0.540,0.333,p
False,True,0.195,0.090,p
True,True,0.439,0.318,n
True,True,0.409,0.247,n
True,False,0.099,0.718,n
True,False,0.922,0.199,p
False,True,0.656,0.465,n
True,False,0.878,0.910,n
True,False,0.234,0.207,n
True,True,0.514,0.319,n
False,True,0.080,0.713,p
True,True,0.724,0.761,n
False,False,0.996,0.066,p
True,True,0.724,0.004,n
True,True,0.466,0.392,n
False,True,0.351,0.074,n
False,False,0.842,0.396,p
True,False,0.000,0.448,n
False,False,0.243,0.048,p
True,True,0.118,0.031,n
False,True,0.595,0.610,p
False,True,0.804,0.387,n
False,False,0.271,0.207,p
True,False,0.572,0.619,p
True,False,0.783,0.369,n
False,True,0.546,0.273,p
True,True,0.480,0.561,n
True,False,0.090,0.616,n
False,True,0.998,0.868,n
True,True,0.984,0.080,n
True,True,0.660,0.016,n
True,True,0.347,0.728,n
False,False,0.438,0.434,p
True,True,0.517,0.482,p
True,False,0.311,0.027,p
False,False,0.467,0.692,p
False,True,0.744,0.470,n
False,False,0.003,0.604,p
False,True,0.936,0.890,p
True,True,0.407,0.161,n
False,False,0.302,0.367,p
False,True,0.084,0.470,n
False,False,0.679,0.511,p
True,True,0.655,0.203,n
False,True,0.848,0.058,n
False,True,0.990,0.845,n
False,False,0.914,0.940,p
False,False,0.675,0.272,p
False,True,0.713,0.848,p
False,True,0.232,0.550,n
False,True,0.814,0.891,p
False,False,0.093,0.645,p
False,True,0.530,0.802,p
True,True,0.224,0.620,n
True,False,0.918,0.798,p
False,False,0.798,0.624,p
False,True,0.549,0.129,n
False,True,0.682,0.670,p
False,True,0.742,0.299,n
True,True,0.700,0.844,n
False,False,0.709,0.993,n
False,False,0.930,0.955,p
False,True,0.894,0.330,n
False,False,0.914,0.513,p
True,True,0.881,0.996,n
True,True,0.153,0.432,n
True,False,0.757,0.656,n
True,True,0.296,0.642,n
False,False,0.735,0.036,p
True,False,0.105,0.791,p
True,False,0.199,0.193,n
False,False,0.200,0.043,p
False,False,0.557,0.014,p
True,True,0.286,0.438,n
True,False,0.362,0.969,p
False,False,0.261,0.124,p
False,False,0.356,0.013,p
True,False,0.524,0.204,n
True,True,0.283,0.444,n
False,False,0.316,0.515,p
True,True,0.616,0.045,n
True,True,0.778,0.062,n
True,False,0.148,0.393,n
False,False,0.693,0.919,p
True,True,0.542,0.920,n
True,False,0.896,0.702,n
False,False,0.252,0.212,p
False,False,0.672,0.880,p
False,False,0.004,0.708,p
False,False,0.377,0.583,p
True,False,0.080,0.776,p
False,False,0.384,0.542,n
True,False,0.603,0.005,n
False,False,0.384,0.612,p
True,True,0.192,0.170,n
True,True,0.267,0.037,n
True,True,0.969,0.488,n
True,True,0.371,0.105,n
False,False,0.407,0.279,p
True,True,0.276,0.491,n
False,True,0.509,0.398,p
True,True,0.887,0.624,n
True,False,0.981,0.806,p
False,False,0.081,0.510,p
False,True,0.560,0.877,p
True,True,0.664,0.505,n
True,True,0.951,0.061,n
True,False,0.154,0.266,p
False,False,0.706,0.962,p
True,False,0.811,0.119,n
True,False,0.912,0.951,p
False,True,0.315,0.562,n
False,False,0.077,0.744,p
False,True,0.228,0.118,n
False,True,0.070,0.020,p
False,True,0.346,0.313,n
False,False,0.134,0.672,p
True,True,0.428,0.523,n
True,False,0.748,0.103,n
True,False,0.909,0.505,n
False,False,0.636,0.832,p
False,False,0.264,0.775,p
True,False,0.302,0.098,n
False,False,0.888,0.995,p
False,True,0.562,0.814,p
True,True,0.118,0.057,n
False,True,0.509,0.019,n
False,True,0.607,0.504,p
False,True,0.368,0.882,p
False,False,0.028,0.351,p
True,True,0.907,0.236,n
True,False,0.694,0.522,n
True,False,0.784,0.197,n
True,False,0.979,0.092,n
True,True,0.272,0.899,n
True,False,0.493,0.842,p
False,False,0.594,0.288,p
True,False,0.355,0.675,p
False,False,0.177,0.382,p
False,True,0.724,0.502,n
False,False,0.701,0.760,p
True,False,0.219,0.786,p
False,False,0.220,0.497,p
False,True,0.288,0.422,p
False,False,0.679,0.892,p
False,True,0.471,0.769,p
True,True,0.879,0.409,n
True,True,0.711,0.553,n
True,True,0.091,0.037,n
True,False,0.145,0.680,n
False,False,0.969,0.378,p
True,True,0.223,0.710,n
True,False,0.829,0.851,p
False,False,0.789,0.081,p
True,False,0.298,0.040,n
False,False,0.914,0.979,p
True,True,0.852,0.296,n
True,True,0.378,0.286,n
